Trial number,Choice,Confidence,Gain,Orientation data (sin),Orientation data (cos),GT orientation,GT orientation (sin),GT orientation (cos),Contrast data,GT contrast,Sigma_g,Unit_1,Unit_2,Unit_3,Unit_4,Unit_5,Unit_6,Unit_7,Unit_8,Unit_9,Unit_10,Unit_11,Unit_12,Unit_13,Unit_14,Unit_15,Unit_16,Unit_17,Unit_18
65,NaN,NaN,1.5,NaN,NaN,6.3,0.109734311091045,0.99396095545518,NaN,1,NaN,0.0519370872254168,-0.569612821702114,-0.84783039998396,-0.628808051123783,-0.682083757603286,0.72676270263245,0.341993711391598,-0.611049482297282,-0.155246215750427,2.20664343817419,0.756360317343284,0.176247069010923,-0.332831904015435,0.53141844554094,3.01169855830889,1.24176119860097,1.42526640980815,0.413027986697601
66,NaN,NaN,1.5,NaN,NaN,18.2,0.312334918512233,0.949972051524652,NaN,1,NaN,0.337863811664504,-0.227106471001849,-0.846591430065832,-0.326224064452086,-0.544282770042608,1.26461331042422,0.427069645769718,-0.569062168405168,0.387422608389623,3.11315642827115,2.07242169704366,0.045466910986304,-0.365871101832181,0.595569554635121,3.35103865255172,1.55205433142991,1.61152488750005,0.699643027757871
67,NaN,NaN,2,NaN,NaN,-18.2,-0.312334918512233,0.949972051524652,NaN,1,NaN,1.06952217621921,-0.222843348702914,-0.809448977036362,-0.314500478130015,-0.561974727583188,0.767053649109779,0.7853850749952,-0.351163329900856,-0.387826181671696,3.05848188478731,0.446253696114925,6.91724703366827,0.510413686713896,1.81194492457873,7.9346411703091,1.79361349869331,2.25189914582882,0.739556510281649
68,NaN,NaN,2,NaN,NaN,-6.3,-0.109734311091045,0.99396095545518,NaN,1,NaN,0.555096537309608,-0.270676913122682,-0.883347537636962,-0.652486142892451,-0.572572583173197,1.74492064868517,0.81259578529387,-0.332831904015435,-0.261797628709432,2.93474476006072,0.60837224378911,2.08233345638868,-0.0309362339649206,0.572855106136109,5.21672085426608,0.883630060599874,1.04345718003838,0.0489773257543332
69,NaN,NaN,2,NaN,NaN,-3.64,-0.0634872582684061,0.997982649166588,NaN,1,NaN,0.698179863283129,-0.0162219912229628,-0.84427868621866,-0.616969005239449,-0.495195961857729,1.29892687729962,0.844307515341194,-0.178586049065256,-0.137995034604683,3.19858635405445,0.503342993872377,1.47752734092614,-0.154231440388912,0.414042762059115,4.4974988167928,0.706298066175244,1.15279922524155,0.0324872261297253
70,NaN,NaN,2,NaN,NaN,-2.8,-0.0488497697956133,0.998806137341434,NaN,1,NaN,0.872080314708954,-0.0465584336092861,-0.828469554270858,-0.478105008400645,-0.482377746764916,1.3271269505038,1.1519446775687,-0.426832148029395,-0.287968151190591,3.25199558360784,0.46617017010322,1.929583059866,-0.179013322901684,0.504624815381658,4.53595346207124,1.09853544801531,1.2181721222149,0.137169316054362
71,NaN,NaN,2,NaN,NaN,-1.05,-0.0183249313961028,0.999832084346831,NaN,1,NaN,0.611923957554411,-0.21917706352583,-0.822968403626859,-0.460693599566242,-0.453590172035641,1.63481752196086,1.14468102234944,-0.460693599566242,0.0791668927593848,3.18336472363174,0.874750776186623,0.981302189145629,-0.0700050853832226,0.512475972126006,3.69481150583496,1.15178444988004,1.07364674704343,-0.00607423760781946
72,NaN,NaN,2,NaN,NaN,0,0,1,NaN,1,NaN,0.49942783219391,-0.167589050821328,-0.830575620344027,-0.508150540940891,-0.518226324672239,1.47879401088094,1.07777781837329,-0.284468142104965,-0.131316229388475,3.00829798129956,0.958883570343379,1.00926248900012,0.00571442935785772,0.497412675447641,4.30404376915092,0.985080608044884,0.884322770731404,0.132669304372843
73,NaN,NaN,2,NaN,NaN,1.05,0.0183249313961028,0.999832084346831,NaN,1,NaN,0.143515589213058,-0.207477300534253,-0.859321238636402,-0.416401639669557,-0.608612031674037,1.338562809067,1.2048512320204,-0.625325978804861,0.0599458535589367,3.04338541641108,0.753574659488147,1.5474871482023,-0.0570517763568337,0.795359527315208,4.74820802375516,1.28842096767453,1.0627826814084,0.310655060521302
74,NaN,NaN,2,NaN,NaN,2.8,0.0488497697956133,0.998806137341434,NaN,1,NaN,0.695940359037028,-0.293640579708675,-0.85946532438753,-0.528788525549238,-0.567979849855998,0.989875291337732,0.891896980570831,-0.423461841474819,-0.136875282481633,3.19193782582384,1.22257377940912,0.514680484118261,0.00274381036120164,0.705738190113719,4.19621551118458,1.3940358232512,1.3940358232512,0.470590244273155
75,NaN,NaN,2,NaN,NaN,3.64,0.0634872582684061,0.997982649166588,NaN,1,NaN,0.528458684069857,-0.315073335188934,-0.856709684397211,-0.537055445520195,-0.599210436412948,1.21216358389014,0.963543620319128,-0.466021170214192,0.00458090368808108,3.36095041189674,1.37199070332865,0.546217252896357,-0.22628049105643,0.723802941161366,3.97362103641102,1.30095642802264,1.30983571243589,0.510700115243356
76,NaN,NaN,2,NaN,NaN,6.3,0.109734311091045,0.99396095545518,NaN,1,NaN,0.369618151788377,-0.459115060114997,-0.83007183115746,-0.538042032677223,-0.609076307983227,1.26938563899775,0.756360317343284,-0.514363940908555,0.0933737478205854,3.24255995305341,1.30884912527887,0.535364794169051,-0.143407169866093,1.00892662954241,4.31596677989968,1.95605030028912,2.20072391523202,0.851072684417956
77,NaN,NaN,2,NaN,NaN,18.2,0.312334918512233,0.949972051524652,NaN,1,NaN,0.750853784373827,-0.00243992584797744,-0.828419871266622,-0.134596717114961,-0.425341657902324,1.98651978272012,0.869794896514112,-0.458380855719069,0.816932180007318,4.45124393984936,3.06359763154603,0.360991250136226,-0.187459433621754,1.09446144166798,4.76842023889011,2.36977447739437,2.44906855215456,1.23322607249832
