Trial number,Choice,Confidence,Gain,Orientation data (sin),Orientation data (cos),GT orientation,GT orientation (sin),GT orientation (cos),Contrast data,GT contrast,Sigma_g,Unit_1,Unit_2,Unit_3,Unit_4,Unit_5,Unit_6,Unit_7,Unit_8,Unit_9,Unit_10,Unit_11,Unit_12,Unit_13,Unit_14,Unit_15,Unit_16,Unit_17,Unit_18,Unit_19,Unit_20,Unit_21,Unit_22,Unit_23,Unit_24,Unit_25,Unit_26,Unit_27,Unit_28,Unit_29,Unit_30,Unit_31,Unit_32,Unit_33,Unit_34,Unit_35,Unit_36,Unit_37,Unit_38,Unit_39,Unit_40,Unit_41,Unit_42,Unit_43,Unit_44,Unit_45,Unit_46
49,NaN,NaN,1.25,NaN,NaN,-0.75,-0.0130895955713444,0.999914327574007,NaN,1,NaN,-0.163744400261719,-0.465056707159203,-0.478752721109089,0.17043834011549,-0.199354036531422,-0.371923812299981,1.33733872864574,-0.371923812299981,-0.514362357378791,-0.585581629918197,-0.0514370858726572,-0.377402217879935,0.586797164192013,-0.0596546942425886,-0.111699547252154,0.140307109425742,0.203308773595215,0.463533038643042,-0.462317504369226,-0.580103224338242,-0.358227798350095,-0.508883951798837,-0.566407210388357,-0.443143084839386,0.211526381965147,0.718278898110915,-0.169222805841674,-0.224006861641216,0.140307109425742,-0.569146413178334,-0.1062211416722,0.0307389978266566,4.32033056693083,0.400531374473568,-0.355488595560118,3.24382387046982,-0.144569980731879,-0.369184609510004,-0.0213058551829089,-0.459578301579249,-0.199354036531422,0.7319749120608,-0.328096567660347,1.17572576403709,-0.328096567660347,-0.577364021548265
50,NaN,NaN,1.25,NaN,NaN,0,0,1,NaN,1,NaN,-0.212593516682978,-0.466121952688638,-0.466121952688638,0.0590440933230869,-0.202245417254175,-0.303139386685,1.45086346649702,-0.398859306401422,-0.523036499547052,-0.559254847547861,-0.0754811992513453,-0.440251704116632,0.734257581052448,-0.122047646680956,-0.124634671538157,0.141828888753507,0.0176516956078769,0.571275015048809,-0.440251704116632,-0.577364021548265,-0.385924182115419,-0.468708977545839,-0.579951046405466,-0.47129600240304,0.203917485326321,0.876543948198482,-0.168614094110568,-0.124634671538157,0.152176988182309,-0.574776996691064,-0.132395746109759,0.131480789324704,4.18534874055807,0.377248150758763,-0.380750132401018,3.35232673653947,-0.199658392396975,-0.396272281544222,-0.0340888015361354,-0.455773853259836,-0.241050790112185,0.591971213906414,-0.391098231829821,1.02141734020172,-0.34711880925741,-0.587712120977067
51,NaN,NaN,1.25,NaN,NaN,0.75,0.0130895955713444,0.999914327574007,NaN,1,NaN,-0.397521190095974,-0.49627417343808,-0.508317220187118,0.101060945314173,-0.173520520563879,-0.240961582358488,1.22829012102407,-0.452919205141546,-0.556489407183267,-0.587801328730764,-0.108488068119077,-0.445693377092123,0.471986785184523,-0.274682113255793,-0.0747675372217727,0.154050351009937,-0.0627244904727353,0.52256758153048,-0.402338408795589,-0.558898016533074,-0.431241720993278,-0.48663973603885,-0.570941063282112,-0.513134438886732,0.368416583142802,0.847729843754489,-0.228918535609451,-0.139799989666574,0.245577506302621,-0.585392719380957,-0.0892191933206175,0.182953663207627,3.9452014676069,0.163684788409167,-0.402338408795589,3.26597363096119,-0.236144363658873,-0.407155627495204,-0.0988536307198473,-0.460145033190968,-0.200015223411761,0.288932474599155,-0.421607283594049,1.05005302913832,-0.33489734700098,-0.556489407183267
52,NaN,NaN,1.25,NaN,NaN,1.5,0.0261769483078732,0.999657324975557,NaN,1,NaN,-0.440251704116632,-0.486818151546243,-0.530797574118654,0.0693921927518893,-0.186723268110972,-0.217767566397379,1.17146478191935,-0.378163107543818,-0.569602946976663,-0.59806022040587,-0.109112522394953,-0.414381455544626,0.418640548473973,-0.197071367539774,-0.0547850003937402,0.183221286468717,-0.0599590501081415,0.576449064763211,-0.435077654402231,-0.572189971833864,-0.404033356115824,-0.538558648690256,-0.572189971833864,-0.491992201260645,0.317746579043149,0.943806594485698,0.0383478944654819,-0.0289147518217341,0.224613684183926,-0.564428897262262,-0.0470239258221385,-0.0573720252509409,3.77401178826317,0.180634261611516,-0.401446331258623,3.68863996797555,-0.163440044396166,-0.427316579830629,-0.230702690683382,-0.468708977545839,-0.259159964112589,0.242722858184331,-0.375576082686617,0.871369898484081,-0.297965336970598,-0.587712120977067
53,NaN,NaN,1.25,NaN,NaN,3,0.0523359562429438,0.998629534754574,NaN,1,NaN,-0.314051927900828,-0.466451210397737,-0.51217099514681,0.132985967423439,-0.230232322527528,-0.268332143151755,1.23534077748441,-0.441051329981585,-0.529950911438116,-0.547730827729422,0.14822589567313,-0.448671294106431,0.287925237961963,-0.240392274693988,-0.0905329802386942,0.0923461587575965,-0.0905329802386942,0.872122487533448,-0.405491497398973,-0.550270815771037,-0.494391078855503,-0.461371234314506,-0.588370636395264,-0.51217099514681,0.681623384412312,1.27598058615026,0.196485668463818,0.397144723751415,0.432704556334027,-0.547730827729422,0.00598656534268139,-0.0143333389902398,3.84136850818156,0.234585489088045,-0.400411521315743,4.19188685792445,-0.258172190985294,-0.441051329981585,-0.115932860654846,-0.405491497398973,-0.209912418194606,0.905142332074445,-0.375011640899591,1.04738166240489,-0.235312298610758,-0.583290660312034
54,NaN,NaN,1.25,NaN,NaN,8,0.139173100960065,0.99026806874157,NaN,1,NaN,-0.296174319761767,-0.446619765303588,-0.489604178315536,0.203519481502137,-0.374083568345924,0.0826258199060309,1.14917656776501,-0.521842488074498,-0.543334694580472,-0.599751736658655,0.262623049393566,-0.325726103707482,0.0530740359603162,-0.231697700243844,-0.00602953193111326,0.165908120116682,-0.116177090274232,1.36409863282475,-0.403635352291639,-0.583632581779174,-0.21826507117761,-0.446619765303588,-0.521842488074498,-0.363337465092937,1.81543496945021,2.17811595423853,0.163221594303435,1.68648173041437,0.499037320959284,-0.513782910634758,0.171281171743175,0.14172938779746,3.98614782655362,0.415755020748634,-0.35259136183995,4.9667297483887,-0.245130329310078,-0.435873662050601,-0.0436408933165684,-0.443933239490341,-0.148415400033193,1.14917656776501,-0.35259136183995,1.19753403240345,-0.263936010002806,-0.532588591327485
55,NaN,NaN,1.25,NaN,NaN,15,0.258819045102521,0.965925826289068,NaN,1,NaN,-0.283260143045458,-0.420508619680101,-0.501387186268373,0.346612330081387,-0.386196500521441,0.415236568398709,0.927467490124431,-0.540601036735414,-0.518543245847704,-0.518543245847704,0.672577462088665,-0.34943351570859,-0.072485696785113,-0.131306472485674,0.0378032576534396,0.260832032184735,-0.236693695615847,2.32201004735857,-0.496485454959993,-0.584716618510835,-0.437664679259432,-0.290612740008028,-0.557757096314745,-0.315121396549929,3.30480717468879,3.17246042936253,0.741201700405987,3.28765111510946,1.0328547132546,-0.459722470147142,0.366219255314908,0.135837883821042,4.27780083940224,0.422589165361279,-0.36904044094211,5.74832023191628,-0.339630053091829,-0.435213813605242,-0.0283701150096919,-0.467075067109712,-0.0381735776264522,1.03040384760041,-0.0406244432806423,0.956877877974712,-0.192578113840426,-0.550404499352174
56,NaN,NaN,1.5,NaN,NaN,-15,-0.258819045102521,0.965925826289068,NaN,1,NaN,1.09363618147852,0.202501429615012,-0.229831271784115,1.43479668054177,-0.385706327390602,-0.532758266642006,1.30244993521551,-0.0886614101027673,-0.332767629260097,-0.459232297016304,0.190737274474899,-0.332767629260097,0.743652566060177,0.14368065391445,-0.179833612438638,0.440725571202285,1.42597356418669,0.211324545970096,-0.470996452156417,-0.576873848417427,-0.171010496083553,-0.488642684866585,-0.565109693277315,-0.438645025521108,-0.332767629260097,0.149562731484506,-0.597461119912624,-0.476878529726473,-0.303357241409817,-0.591579042342567,-0.418057754025911,0.23485285625032,5.80518031509349,3.1141298267928,0.00545183101813092,2.29946208334003,-0.173951534868581,0.826001652040963,-0.0651330998225428,-0.262182698419424,0.517192579613015,2.02594547633242,0.102506110924057,1.19951357773953,-0.273946853559536,-0.138659069448245
57,NaN,NaN,1.5,NaN,NaN,-8,-0.139173100960065,0.99026806874157,NaN,1,NaN,0.515447895587998,-0.172157002728564,-0.271603992154513,0.944490621397093,-0.274445334709541,-0.5216421369969,1.40762945786651,-0.246031909159269,-0.331272185810083,-0.527324822106954,0.0949291974439849,-0.322748158145002,0.87913974263147,0.0182129484582527,-0.121012836738076,0.339284657176317,0.472827757262592,0.202900214535015,-0.365368296470408,-0.56142093276728,-0.277286677264568,-0.524483479551927,-0.564262275322307,-0.351161583695273,-0.135219549513212,0.350650027396426,-0.5216421369969,-0.416512462460897,0.200058871979988,-0.575627645542415,-0.317065473034947,0.333601972066263,5.22071116671291,1.43604288341679,-0.194887743168781,2.76579119916948,-0.0613446430825066,0.0579917442286323,0.202900214535015,-0.376733666690517,-0.0613446430825066,1.85087889645074,-0.135219549513212,1.458773623857,-0.305700102814839,-0.470497971006412
58,NaN,NaN,1.5,NaN,NaN,-3,-0.0523359562429438,0.998629534754574,NaN,1,NaN,0.415432637651044,-0.407523487832265,-0.389235573932636,0.549544006248324,-0.288652047484676,-0.508107014280225,1.63462689762632,-0.291700033134614,-0.462387229531153,-0.556874784679236,0.141113929156608,-0.389235573932636,1.05246163848812,0.0252904744589566,0.0953941444075348,0.259985369504197,0.778142929993688,0.409336666351168,-0.410571473482203,-0.562970755979113,-0.0234772959400543,-0.480675143430782,-0.572114712928927,-0.453243272581338,0.0313864457588329,0.817766743442884,-0.313035932684182,-0.264268162285171,0.165497814356113,-0.590402626828556,0.0466263740085239,0.284369254703702,5.90180680753977,0.668415446595913,-0.154540678887396,3.8444164938315,-0.105772908488385,-0.300843990084429,0.189881699555618,-0.410571473482203,-0.0935809658886325,1.38469207433139,-0.252076219685418,1.71387452452471,-0.21550039188616,-0.508107014280225
59,NaN,NaN,1.5,NaN,NaN,-1.5,-0.0261769483078732,0.999657324975557,NaN,1,NaN,0.407476878496968,-0.37389232413549,-0.484704683781547,0.353491369951453,-0.0897580686327779,-0.368209639025435,1.78552801768512,-0.328430843255056,-0.504594081666737,-0.578468988097442,0.0721984570037678,-0.3540029262503,1.01552418527277,0.0835638272238765,-0.0414552451973168,0.20858289964507,0.364856740171561,0.592164144573731,-0.356844268805327,-0.544372877437117,-0.220459826164025,-0.487546026336574,-0.524483479551927,-0.425036490125978,0.214265584755124,1.00415881505266,-0.246031909159269,-0.180681030393646,0.228472297530259,-0.487546026336574,-0.0556619579724524,0.214265584755124,5.33436486891399,0.702976504219789,-0.265921307044459,3.91937627651049,-0.0158831622020727,-0.268762649599486,0.0807224846688494,-0.422195147570951,-0.138060892068239,1.11212983214369,-0.351161583695273,1.46729765152208,-0.285810704929649,-0.550055562547171
60,NaN,NaN,1.5,NaN,NaN,-0.75,-0.0130895955713444,0.999914327574007,NaN,1,NaN,-0.0717071865184879,-0.433281954795468,-0.449717171535331,0.329312101934163,-0.114438750042131,-0.321522480964402,1.72959256817047,-0.321522480964402,-0.492448735058974,-0.57791186210626,0.0630615907483866,-0.328096567660347,0.828942690825991,0.053200460704469,-0.00925336290700945,0.293154625106465,0.368756622109834,0.681025740167226,-0.429994911447496,-0.571337775410315,-0.305087264224539,-0.485874648363029,-0.554902558670453,-0.406985608011688,0.378617752153751,0.986720771528673,-0.0782812732144329,-0.144022140173884,0.293154625106465,-0.558189602018425,-0.00267927621106438,0.161672891187563,5.30918277411258,0.605423743163857,-0.301800220876566,4.01737473835936,-0.0486978830826801,-0.318235437616429,0.0992190675760847,-0.426707868099523,-0.114438750042131,1.00315598826854,-0.268929787396841,1.53565701064009,-0.268929787396841,-0.568050732062343
61,NaN,NaN,1.5,NaN,NaN,0,0,1,NaN,1,NaN,-0.130326126223998,-0.434560249430791,-0.434560249430791,0.19563900578328,-0.117908406909435,-0.238981170226424,1.865822253592,-0.353845073886132,-0.502857705660887,-0.546319723261858,0.034208654693961,-0.403515951144384,1.00589519105851,-0.0216710822215724,-0.0247755120502132,0.294980760299783,0.145968128525028,0.810316111854146,-0.403515951144384,-0.568050732062343,-0.338322924742928,-0.437664679259432,-0.571155161890984,-0.440769109088072,0.369487076187161,1.17663883163375,-0.0775508191371058,-0.0247755120502132,0.307398479614346,-0.564946302233702,-0.0340888015361354,0.28256304098522,5.14720458246526,0.577483874706091,-0.332114065085647,4.14757817764294,-0.114803977080795,-0.350740644057491,0.0838795319522128,-0.422142530116228,-0.164474854339046,0.835151550483272,-0.344531784400209,1.35048690203764,-0.291756477313317,-0.580468451376906
62,NaN,NaN,1.5,NaN,NaN,0.75,0.0130895955713444,0.999914327574007,NaN,1,NaN,-0.352239334319593,-0.470742914330121,-0.485194570428966,0.246059228172582,-0.0834385308810796,-0.164367805034611,1.59873423902446,-0.41871695237428,-0.543001194824345,-0.580575500681342,-0.00539958794731752,-0.410045958714973,0.691170236017003,-0.204832442111376,0.035065049129448,0.3096465150075,0.0495167052282929,0.751867191632152,-0.358019996759131,-0.545891526044114,-0.392703971396359,-0.459181589451045,-0.560343182142959,-0.490975232868504,0.566885993566938,1.14206190630096,-0.149916148935766,-0.042973893804314,0.419479101358721,-0.577685169461573,0.0177230618108342,0.344330489644727,4.85902785492385,0.321207839886576,-0.358019996759131,4.043954450949,-0.158587142595073,-0.363800659198669,0.00616173693175839,-0.427387946033587,-0.115232174298538,0.471505063314562,-0.381142646517283,1.38484972876156,-0.2770907226056,-0.543001194824345
63,NaN,NaN,1.5,NaN,NaN,1.5,0.0261769483078732,0.999657324975557,NaN,1,NaN,-0.403515951144384,-0.459395688059917,-0.51217099514681,0.208056725097842,-0.0992818279375909,-0.13653498588128,1.5305438320988,-0.329009635257006,-0.558737442576421,-0.592886170691469,-0.00614893307836872,-0.372471652857976,0.627154751964343,-0.111699547252154,0.0590440933230869,0.344651637558035,0.0528352336658053,0.816524971511428,-0.397307091487102,-0.561841872405061,-0.360053933543413,-0.521484284632732,-0.561841872405061,-0.465604547717198,0.506081988647354,1.25735400717841,0.170803567154153,0.0900883916094943,0.394322514816287,-0.552528582919139,0.0683573828090091,0.0559396634944461,4.65360023971138,0.341547207729394,-0.356949503714772,4.55115405536624,-0.0713419594798243,-0.38799380200118,-0.152057135024484,-0.437664679259432,-0.186205863139532,0.416053523616772,-0.325905205428365,1.17042997197647,-0.232772310569143,-0.580468451376906
64,NaN,NaN,1.5,NaN,NaN,3,0.0523359562429438,0.998629534754574,NaN,1,NaN,-0.252076219685418,-0.434955358681709,-0.489819100380596,0.284369254703702,-0.151492693237458,-0.197212477986531,1.60719502677687,-0.404475502182327,-0.511154999930163,-0.532490899479731,0.302657168603331,-0.413619459132142,0.470296379349931,-0.163684635837211,0.0161465175091421,0.235601484304691,0.0161465175091421,1.17133307883571,-0.361803703083192,-0.535538885129669,-0.468483200831029,-0.428859387381833,-0.581258669878742,-0.489819100380596,0.94273415509035,1.65596279717588,0.360568895952157,0.601359762297273,0.644031561396408,-0.532490899479731,0.131969972206793,0.107586087007287,4.73442830361345,0.406288680701229,-0.355707731783316,5.15505032330492,-0.185020535386778,-0.404475502182327,-0.0143333389902398,-0.361803703083192,-0.127108808037953,1.21095689228491,-0.325227875283934,1.38164408868145,-0.157588664537334,-0.575162698578865
65,NaN,NaN,1.5,NaN,NaN,8,0.139173100960065,0.99026806874157,NaN,1,NaN,-0.230623089918545,-0.41115762456873,-0.462738920183068,0.369009471598139,-0.324114188219534,0.223937077682812,1.50379797511359,-0.501424891893822,-0.527215539700992,-0.594915990194811,0.439933753067855,-0.266085230653403,0.188474936947955,-0.153251146497038,0.117550655478239,0.323875837935593,-0.0146264145335031,1.76170445318528,-0.359576328954392,-0.575573004339434,-0.137131991617557,-0.41115762456873,-0.501424891893822,-0.311218864315949,2.30330805713583,2.73852523888181,0.320652006959697,2.14856417029282,0.723630878946716,-0.491753398966134,0.330323499887385,0.294861359152528,4.90816348565992,0.623692118693935,-0.298323540412365,6.08486179186202,-0.169370301376518,-0.398262300665145,0.0724170218156932,-0.407933793592834,-0.0533123862442569,1.50379797511359,-0.298323540412365,1.56182693267972,-0.191937118207791,-0.514320215797407
66,NaN,NaN,1.5,NaN,NaN,15,0.258819045102521,0.965925826289068,NaN,1,NaN,-0.215126077858974,-0.379824249820546,-0.476878529726473,0.54072088989324,-0.338649706830153,0.623069975874026,1.23774708194489,-0.523935150286922,-0.497465801221669,-0.497465801221669,0.931879048301973,-0.294534125054732,0.0378032576534396,-0.0327816731872341,0.170150002979703,0.437784532417257,-0.159246340943441,2.91119815062586,-0.470996452156417,-0.576873848417427,-0.400411521315743,-0.223949194214059,-0.544522421782118,-0.253359582064339,4.09055470342212,3.93173860903061,1.01422813428276,4.06996743192692,1.3642117497011,-0.426880870380995,0.564249200173464,0.287791554380826,5.25814710107827,0.63189309222911,-0.318062435334957,7.02277037209511,-0.28276996991462,-0.397470482530715,0.090741955783945,-0.43570398673608,0.0789778006438327,1.36127071091607,0.0760367618588045,1.27303954736523,-0.106307642812936,-0.535699305427034
67,NaN,NaN,2,NaN,NaN,-15,-0.258819045102521,0.965925826289068,NaN,1,NaN,1.66615839829731,0.477978729145974,-0.0984648727195276,2.12103906371499,-0.306298280194845,-0.502367532530049,1.94457673661331,0.089761609522269,-0.235713349354171,-0.404332906362447,0.462293188959158,-0.235713349354171,1.19951357773953,0.399551028211892,-0.031801326925558,0.795610917929006,2.10927490857488,0.489742884286087,-0.420018446549263,-0.561188308230611,-0.0200371717854457,-0.443546756829488,-0.545502768043794,-0.376883211035518,-0.235713349354171,0.4073937983053,-0.588638003557539,-0.427861216642671,-0.19649949888713,-0.580795233464131,-0.34943351570859,0.521113964659719,7.94821724311727,4.36014992538303,0.2152459310168,3.27392626744599,-0.0239585568321498,1.30931235904724,0.121132689895902,-0.141600108233273,0.897566929143312,2.90923745810251,0.344651637558035,1.80732825997866,-0.157285648420089,0.0230980637282993
68,NaN,NaN,2,NaN,NaN,-8,-0.139173100960065,0.99026806874157,NaN,1,NaN,0.895240683776623,-0.021565847312127,-0.154161833213392,1.46729765152208,-0.157950289953429,-0.487546026336574,2.08481610014798,-0.120065722553067,-0.233719424754152,-0.495122939816647,0.334549086251272,-0.222354054534043,1.38016314650125,0.232260754270296,0.0466263740085239,0.660356365894382,0.838413832676081,0.478510442372646,-0.279180905634586,-0.540584420697081,-0.161738746693465,-0.491334483076611,-0.544372877437117,-0.260238621934405,0.027684090308343,0.675510192854526,-0.487546026336574,-0.347373126955237,0.47472198563261,-0.559526704397261,-0.214777141053971,0.652779452414309,7.1689250452765,2.12270066754834,-0.0518735012324163,3.89569842188526,0.126183965549283,0.285299148630802,0.478510442372646,-0.29433473259473,0.126183965549283,2.67581535159362,0.027684090308343,2.15300832146863,-0.199623314093826,-0.419353805015924
69,NaN,NaN,2,NaN,NaN,-3,-0.0523359562429438,0.998629534754574,NaN,1,NaN,0.761887006527351,-0.335387827450395,-0.31100394225089,0.940702164657057,-0.176892573653609,-0.469499196047675,2.38747935316105,-0.180956554520194,-0.408539483048911,-0.534522889913023,0.396128728534769,-0.31100394225089,1.61125900764346,0.241697455604568,0.335169015536005,0.554623982331554,1.24550072965088,0.753759044794182,-0.339451808316979,-0.542650851646191,0.17667376173922,-0.432923368248417,-0.554842794245944,-0.396347540449159,0.249825417337736,1.29833248091647,-0.209404420586283,-0.144380726720936,0.428640575467443,-0.579226679445449,0.270145321670657,0.587135829264228,8.07705256637899,1.09919741845384,0.00192258447609717,5.33386548143462,0.0669462783414451,-0.193148497119946,0.461152422400117,-0.339451808316979,0.0832022018077821,2.05423292210114,-0.128124803254599,2.49314285569224,-0.0793570328555876,-0.469499196047675
70,NaN,NaN,2,NaN,NaN,-1.5,-0.0261769483078732,0.999657324975557,NaN,1,NaN,0.751279327655249,-0.290546275854694,-0.438296088716104,0.679298649594562,0.0882993981489216,-0.282969362374622,2.58868084657279,-0.229930968014116,-0.464815285896358,-0.563315161137298,0.304241432330983,-0.264027078674441,1.56200907002299,0.319395259291127,0.152703162729536,0.486087355852718,0.694452476554707,0.9975290157576,-0.267815535414477,-0.517853680256864,-0.0859696118927417,-0.442084545456141,-0.491334483076611,-0.358738497175345,0.493664269332791,1.54685524306284,-0.120065722553067,-0.0329312175322354,0.512606553032971,-0.442084545456141,0.133760879029355,0.493664269332791,7.32046331487795,1.14527882861901,-0.14658491973332,5.43381185833994,0.186799273389862,-0.150373376473356,0.315606802551091,-0.354950040435309,0.0238956335683069,1.69081659918422,-0.260238621934405,2.16437369168874,-0.173104116913573,-0.525430593736936
71,NaN,NaN,2,NaN,NaN,-0.75,-0.0130895955713444,0.999914327574007,NaN,1,NaN,0.112367240967975,-0.369732450067999,-0.391646072387816,0.64705962557151,0.0553918229364507,-0.220719818293243,2.51410024721992,-0.220719818293243,-0.44862149041934,-0.562572326482389,0.292058943990474,-0.22948526722117,1.31323374409395,0.278910770598584,0.195639005783279,0.598849656467912,0.69965231913907,1.11601114321559,-0.365349725604036,-0.553806877554462,-0.198806195973426,-0.439856041491413,-0.531893255234645,-0.334670654356292,0.712800492530961,1.52360451836419,0.103601792040048,0.0159473027607801,0.598849656467912,-0.536275979698608,0.204404454711206,0.423540677909376,7.28688718847606,1.01520848054444,-0.194423471509463,5.56447647413844,0.143046312215719,-0.21633709382928,0.340268913094072,-0.360967001140072,0.0553918229364507,1.54551814068401,-0.150596226869829,2.25551950384608,-0.150596226869829,-0.549424153090498
72,NaN,NaN,2,NaN,NaN,0,0,1,NaN,1,NaN,0.034208654693961,-0.371436842915096,-0.371436842915096,0.468828830703665,0.0507656137800449,-0.110664737309274,2.69573982778196,-0.26381660885555,-0.462500117888558,-0.520449474689852,0.253588362584573,-0.330044445199886,1.54917041107064,0.179082046697195,0.174942806925674,0.601284503392336,0.402600994359329,1.28839830546482,-0.330044445199886,-0.549424153090498,-0.243120409997945,-0.375576082686617,-0.553563392862019,-0.379715322458138,0.70062625790884,1.7768285985043,0.104575730809818,0.174942806925674,0.61784146247842,-0.545284913318977,0.162525087611112,0.584727544306252,7.07091626627964,0.977955322600746,-0.234841930454903,5.73808105984988,0.0549048535515659,-0.259677369084029,0.319816198928909,-0.354879883829012,-0.0113229827927699,1.32151222363699,-0.251398889540987,2.00862602570947,-0.18103181342513,-0.565981112176582
73,NaN,NaN,2,NaN,NaN,0.75,0.0130895955713444,0.999914327574007,NaN,1,NaN,-0.261675622766832,-0.419680396114203,-0.438949270912662,0.536055793889402,0.0967254484845193,-0.0111802503868555,2.33962247502524,-0.350312446839747,-0.516024770106501,-0.566123844582497,0.200777372396202,-0.338751121960672,1.12953713768196,-0.0651330998225428,0.254730221831889,0.620838843002625,0.273999096630349,1.21046641183549,-0.269383172686216,-0.519878545066193,-0.31562847220252,-0.404265296275435,-0.539147419864653,-0.446656820832046,0.963824814415209,1.73072603139391,0.00808862441160431,0.150678297920207,0.767282291470919,-0.562270069622805,0.231607572073738,0.667084142518928,6.68668062955776,0.636253942841393,-0.269383172686216,5.59991609092463,-0.0034727004674715,-0.2770907226056,0.21619247223497,-0.361873771718823,0.0543339239279078,0.836650240745375,-0.300213372363752,2.05444312800803,-0.161477473814842,-0.516024770106501
74,NaN,NaN,2,NaN,NaN,1.5,0.0261769483078732,0.999657324975557,NaN,1,NaN,-0.330044445199886,-0.404550761087264,-0.474917837203121,0.485385789789749,0.0756010524091708,0.025930175150919,2.24870193245769,-0.230702690683382,-0.537006433775935,-0.582538071262666,0.1997782455548,-0.288652047484676,1.04418315894508,0.0590440933230868,0.286702280756741,0.667512339736672,0.278423801213699,1.29667678500786,-0.321765965656844,-0.541145673547456,-0.272095088398592,-0.487335556517684,-0.541145673547456,-0.412829240630306,0.882752807855763,1.88444883256384,0.435714912531497,0.328094678471951,0.733740176081008,-0.528727954232893,0.299120000071304,0.28256304098522,6.4127771426078,0.663373099965151,-0.267955848627071,6.27618223014761,0.11285421035286,-0.309348246342281,0.00523397629331402,-0.375576082686617,-0.0402976611934169,0.762714854481655,-0.226563450911861,1.76855011896126,-0.102386257766232,-0.565981112176582
75,NaN,NaN,2,NaN,NaN,3,0.0523359562429438,0.998629534754574,NaN,1,NaN,-0.128124803254599,-0.371963655249653,-0.44511531084817,0.587135829264228,0.00598656534268149,-0.0549731476560822,2.35090352536179,-0.331323846583811,-0.473563176914259,-0.502011042980349,0.611519714463734,-0.343515789183563,0.835038662125867,-0.0102693581236555,0.229505513004815,0.52211213539888,0.229505513004815,1.76975426144024,-0.274428114451631,-0.506075023846933,-0.41666744478208,-0.363835693516485,-0.567034736845697,-0.44511531084817,1.46495569644642,2.41592721922714,0.688735350928834,1.00978983938899,1.06668557152117,-0.502011042980349,0.383936785935016,0.351424939002342,6.52054789447722,0.749695063927598,-0.266300152718463,7.08137725406585,-0.0387172241897452,-0.331323846583811,0.188865704338972,-0.274428114451631,0.0384984122753554,1.82258601270584,-0.22566034405262,2.05016894123456,-0.00214139639048705,-0.558906775112528
76,NaN,NaN,2,NaN,NaN,8,0.139173100960065,0.99026806874157,NaN,1,NaN,-0.0995206302321018,-0.340233343099015,-0.409008403918133,0.699989451790145,-0.224175427966753,0.506559593236375,2.21304078981074,-0.460589699532471,-0.49497722994203,-0.585244497267122,0.794555160416432,-0.146803484545245,0.459276738923232,0.00364196099657512,0.364711030296945,0.639811273573416,0.188474936947955,2.55691609390633,-0.271458282279897,-0.559453849459953,0.0251341675025495,-0.340233343099015,-0.460589699532471,-0.206981662761974,3.27905423250707,3.85934380816838,0.635512832272222,3.07272905004971,1.17281799492158,-0.447694375628886,0.648408156175806,0.601125301862662,6.75219480387253,1.03956631458454,-0.189787897557194,8.32112587880865,-0.0178502455093992,-0.323039577894235,0.304532852080216,-0.33593490179782,0.136893641333616,2.21304078981074,-0.189787897557194,2.29041273323225,-0.0479393346177633,-0.477783464737251
77,NaN,NaN,2,NaN,NaN,15,0.258819045102521,0.965925826289068,NaN,1,NaN,-0.0788579474860071,-0.298455510101436,-0.427861216642671,0.928938009516945,-0.243556119447579,1.03873679082466,1.85830626558582,-0.490603377389937,-0.4553109119696,-0.4553109119696,1.45048222072859,-0.184735343747018,0.258381166530545,0.164267925409647,0.434843493632229,0.791689532882302,-0.0043516315986293,4.08957435716045,-0.420018446549263,-0.561188308230611,-0.325905205428365,-0.0906221026261194,-0.518053072716866,-0.12983595309316,5.66204976088879,5.45029496836677,1.5602810020363,5.63460006556186,2.02692582259409,-0.361197670848702,0.960309089890578,0.591698895500393,7.21883962443031,1.05050094596477,-0.21610642412065,9.57167065245277,-0.169049803560201,-0.321983820381661,0.328966097371219,-0.372961825988814,0.313280557184402,2.02300443754739,0.309359172137698,1.90536288614626,0.0662332992420443,-0.506288917576753
