Trial number,Choice,Confidence,Gain,Orientation data (sin),Orientation data (cos),GT orientation,GT orientation (sin),GT orientation (cos),Contrast data,GT contrast,Sigma_g,Unit_1,Unit_2,Unit_3,Unit_4,Unit_5,Unit_6,Unit_7,Unit_8,Unit_9,Unit_10,Unit_11,Unit_12,Unit_13,Unit_14,Unit_15,Unit_16,Unit_17,Unit_18,Unit_19,Unit_20
59,NaN,NaN,1.5,NaN,NaN,-1.5,-0.0261769483078732,0.999657324975557,NaN,1,NaN,2.49490329575743,-0.137032798382736,-0.884552622588686,0.185712529617047,-0.0308391743311944,-0.216157459440747,-0.570136206279219,-0.663836462795285,-0.655507551104968,0.379359726416917,3.23617643619564,0.670871635578012,0.396017549797551,0.523033453074885,0.089930045178402,0.489717806313617,0.518868997229727,2.91759556404102,1.33302011495821,-0.216157459440747
60,NaN,NaN,1.5,NaN,NaN,-0.75,-0.0130895955713444,0.999914327574007,NaN,1,NaN,2.38556591582278,-0.0651346930560292,-0.885369182558325,0.244953955414351,-0.123151278898874,-0.343214190716563,-0.52126509209633,-0.629295976079559,-0.677309702294328,0.000884180489277642,3.09776952134185,0.77510551570242,0.445011147975886,0.691081494826575,-0.0111192510644144,0.421004284868502,0.386994562133041,2.5576151014257,1.44129596693233,-0.105146131568336
61,NaN,NaN,1.5,NaN,NaN,0,0,1,NaN,1,NaN,2.49042197914145,-0.211132952931915,-0.900938851022896,0.285704735725255,-0.171208495807678,-0.386356959199399,-0.585979244820583,-0.681354336839594,-0.585979244820583,0.0993906024788162,2.65011980763839,0.609536443510732,0.199201745289408,0.447620589617993,-0.0603072260181311,0.381079827744265,0.212509897664154,2.29523574431184,1.43907794153654,-0.144592191058187
62,NaN,NaN,1.5,NaN,NaN,0.75,0.0130895955713444,0.999914327574007,NaN,1,NaN,2.54321098356127,-0.236063558380605,-0.893131401629712,0.261838782466544,-0.225860641559967,-0.289118725847924,-0.521745229358478,-0.660504898119159,-0.678870148396308,-0.178927224185031,2.42077598171361,0.412841951411991,0.163890780988417,0.245514115553523,-0.246266475201243,0.17817486453731,0.180215447901438,2.15550014437701,1.26580579761735,-0.236063558380605
63,NaN,NaN,1.5,NaN,NaN,1.5,0.0261769483078732,0.999657324975557,NaN,1,NaN,2.25327809724146,-0.231557270118156,-0.905374901814478,0.119167995591285,-0.335712045995506,-0.420736352834158,-0.629045904588857,-0.739577503479106,-0.705567780743645,-0.163537824647234,2.31704632737045,0.516656630061986,0.221197163797669,0.395496992816906,-0.197547547382695,0.144675287642881,0.153177718326746,2.31917193504142,1.26912174558406,-0.297451107918112
64,NaN,NaN,1.5,NaN,NaN,3,0.0523359562429438,0.998629534754574,NaN,1,NaN,2.19891681169888,-0.28017489237962,-0.885837401519639,0.00637511194468981,-0.362666560291164,-0.406083227613029,-0.668754064910313,-0.744733232723577,-0.712170732232178,-0.0978248896277864,1.89717097381192,0.232141782018389,0.0823542797579539,0.223458448554016,-0.301883226040553,-0.0175040550823358,-0.0609207224042011,2.84365432142858,0.731433456219838,-0.345299893362418
65,NaN,NaN,1.5,NaN,NaN,8,0.139173100960065,0.99026806874157,NaN,1,NaN,1.91396170535782,-0.101634923698889,-0.897045990124161,0.162808022468675,-0.00377021133766433,-0.0495792256344076,-0.684658742021078,-0.645096411492072,-0.668000918640444,-0.0225102626408774,2.98630908548613,0.50845785761683,0.116999008171932,0.462648843320087,-0.172430673066583,0.273166102365376,0.279412786133113,3.16538068682795,1.13104400646803,-0.155772849685949
66,NaN,NaN,1.5,NaN,NaN,15,0.258819045102521,0.965925826289068,NaN,1,NaN,1.75418541609857,-0.150359057087243,-0.903107586965447,0.325777061209211,-0.173032205577551,-0.0369933146357065,-0.769336010872634,-0.649168323874005,-0.592485452648237,-0.0982108155595363,2.60896311418316,0.38472724728401,0.0990455763061377,0.618260676734176,-0.161695631332397,-0.00298359190024536,0.26002493058732,3.4229291449852,0.831388272543065,-0.118616649200813
67,NaN,NaN,2,NaN,NaN,-15,-0.258819045102521,0.965925826289068,NaN,1,NaN,2.65018702052918,0.442646835700159,-0.840447249319507,1.60516099465774,0.53849241795464,0.60032827747366,-0.484891057085142,-0.280832720672376,-0.735326288137173,0.625062621281268,5.27202746413563,0.93733371185232,1.55569230704252,1.36090934955761,0.668347722944582,1.07955618874607,0.909507575068761,5.40806635507747,4.01675951589952,0.566318554738199
68,NaN,NaN,2,NaN,NaN,-8,-0.139173100960065,0.99026806874157,NaN,1,NaN,2.38321741834488,0.286444077523852,-0.837355456343556,0.493459781131006,-0.201521509550154,-0.275455689409852,-0.674700260652221,-0.716103401373651,-0.656956057485893,0.659072344016729,2.99539242758318,0.623583937684074,0.712304953515712,1.25941788447748,0.440227171632024,0.499374515519782,0.768494930209082,6.04739537219151,2.60501995792398,0.197723061692214
69,NaN,NaN,2,NaN,NaN,-3,-0.0523359562429438,0.998629534754574,NaN,1,NaN,3.56123535077607,0.146092359423525,-0.905374901814478,0.695916210313479,0.650569913332864,0.525867596636174,-0.344214476679371,-0.270526744085872,-0.590784966511464,0.188604512842852,5.50545783381993,1.44129596693233,0.741262507294093,1.0076720020552,0.304804398855677,1.32226193735822,1.0076720020552,4.12522991947247,2.51260223309936,0.157428933668679
70,NaN,NaN,2,NaN,NaN,-1.5,-0.0261769483078732,0.999657324975557,NaN,1,NaN,3.62832936161473,0.119081236094511,-0.877611862846755,0.549408340094222,0.2606727348299,0.0135816880171628,-0.458389974434133,-0.583323649788888,-0.572218434201799,0.807604602494049,4.61669354886569,1.19628714804218,0.829815033668228,0.99916957137134,0.421698360842695,0.954748709022982,0.993616963577795,4.19191905265952,2.07915178721578,0.0135816880171628
71,NaN,NaN,2,NaN,NaN,-0.75,-0.0130895955713444,0.999914327574007,NaN,1,NaN,3.48254618836853,0.21494537653012,-0.87870060947294,0.628396907823961,0.13758992873966,-0.155827287017259,-0.393228488856947,-0.537269667501253,-0.601287969120944,0.302970541257196,4.43215099572729,1.33526565487472,0.895139831239341,1.22323362704026,0.286965965852273,0.863130680429495,0.817784383448881,3.71194510250576,2.22351958984794,0.161596791847044
72,NaN,NaN,2,NaN,NaN,0,0,1,NaN,1,NaN,3.62235427279342,0.0202810300289395,-0.899460167425702,0.682731281571833,0.0735136395279221,-0.213350978327706,-0.479514025822618,-0.606680815181299,-0.479514025822618,0.434312437243248,3.83528471078935,1.11450689195247,0.567393960990704,0.89861908676215,0.221381999247318,0.809898070930513,0.585138164157032,3.36210595968728,2.22056222265355,0.109002045860577
73,NaN,NaN,2,NaN,NaN,0.75,0.0130895955713444,0.999914327574007,NaN,1,NaN,3.69273961201985,-0.0129597772359807,-0.889050234901457,0.650910010560219,0.000644111858203776,-0.0837000005257396,-0.393868671873144,-0.578881563554052,-0.603368563923584,0.0632220016914521,3.52949294288964,0.852247569154148,0.520312675256048,0.629143788009524,-0.0265636663301651,0.539358119987906,0.542078897806743,3.17579182644085,1.98953269742797,-0.0129597772359807
74,NaN,NaN,2,NaN,NaN,1.5,0.0261769483078732,0.999657324975557,NaN,1,NaN,3.30616243026011,-0.00695139288604917,-0.905374901814478,0.46068229472654,-0.145824427389182,-0.259190169840719,-0.536936238846984,-0.684311704033981,-0.638965407053367,0.0837412010751802,3.39118673709877,0.990667140687474,0.596721185668384,0.829120957694034,0.0383949040945655,0.494692017462001,0.506028591707155,3.39402088066005,1.99395396138357,-0.0948098432859903
75,NaN,NaN,2,NaN,NaN,3,0.0523359562429438,0.998629534754574,NaN,1,NaN,3.23368071620333,-0.0717748892346673,-0.879324901421359,0.310291783197746,-0.181763779783392,-0.239652669545879,-0.589880452608925,-0.691186009693277,-0.647769342371412,0.171358447767778,2.83135293235405,0.611314009962678,0.411597340282098,0.59973623201018,-0.100719334115911,0.278452893828378,0.220564004065891,4.09333072917626,1.27703624223128,-0.158608223878398
76,NaN,NaN,2,NaN,NaN,8,0.139173100960065,0.99026806874157,NaN,1,NaN,2.85374057441526,0.166278402339641,-0.894269686227389,0.518868997229727,0.29676468548794,0.235685999758949,-0.611086688756611,-0.558336914717937,-0.588876257582433,0.271777950416989,4.28353708125301,0.979735444093933,0.457790311500736,0.918656758364942,0.0718840698493817,0.66601310375866,0.674342015448977,4.52229921637543,1.80985030922886,0.0940945010235604
77,NaN,NaN,2,NaN,NaN,15,0.258819045102521,0.965925826289068,NaN,1,NaN,2.64070552206959,0.101312891155168,-0.902351815349104,0.736161048883774,0.0710820265014253,0.252467214423884,-0.723989713892019,-0.563766131227181,-0.488188969592823,0.170843879858778,3.78040911951571,0.814761296983506,0.433852402346343,1.12613920291706,0.0861974588282968,0.297813511404499,0.648491541387919,4.86569716058509,1.41030933066225,0.143636101670409
