Trial number,Choice,Confidence,Gain,Orientation data (sin),Orientation data (cos),GT orientation,GT orientation (sin),GT orientation (cos),Contrast data,GT contrast,Sigma_g,Unit_1,Unit_2,Unit_3,Unit_4,Unit_5,Unit_6,Unit_7,Unit_8,Unit_9,Unit_10,Unit_11,Unit_12,Unit_13,Unit_14,Unit_15,Unit_16,Unit_17,Unit_18,Unit_19,Unit_20,Unit_21,Unit_22
56,NaN,NaN,1.5,NaN,NaN,-18.2,-0.312334918512233,0.949972051524652,NaN,1,NaN,-0.683199205919687,-0.289074819443656,1.56256616607581,3.61498749942269,1.74847389554564,-0.794743843601583,-0.527036713165033,-0.460109930555896,0.804062629838922,0.253775750608236,0.0753043303172033,0.454556098435649,-0.125476017510209,-0.296511128622449,0.84868048491168,1.29485903563926,1.21305963467254,-0.162657563404174,2.6482673061796,-0.608836114131757,0.0976132578535825,0.015813856886859
57,NaN,NaN,1.5,NaN,NaN,-6.3,-0.109734311091045,0.99396095545518,NaN,1,NaN,-0.940681411235396,-0.747337372586777,0.340222844811706,1.21631301993826,0.94442296558864,-0.765463376210085,0.11666880012424,0.165004809786394,1.19818701631495,0.237508824279627,-0.112927245770996,1.31902704047034,0.0562487880465462,-0.294187282004076,0.606070897953557,1.48820307428788,1.21631301993826,-0.408985304951694,1.62112710085881,-0.590245341184774,-0.215641266303075,-0.433153309782771
58,NaN,NaN,1.5,NaN,NaN,-3.64,-0.0634872582684061,0.997982649166588,NaN,1,NaN,-0.961877940062653,-0.835094963899624,0.0904207620904877,0.698979047673026,0.578535220318149,-0.778042624626261,0.0904207620904877,-0.07439710692145,1.08566712497026,0.0777424644741847,-0.239214975933388,0.825762023836055,-0.106092850962207,-0.404032844945325,0.679961601248572,1.2251283987496,1.16807605947623,-0.448406886602385,1.47869435107565,-0.587868160381717,-0.0617188093051471,-0.226536678317085
59,NaN,NaN,1.5,NaN,NaN,-2.8,-0.0488497697956133,0.998806137341434,NaN,1,NaN,-0.876864814694957,-0.705467937190235,0.435784442292425,0.776487991478641,1.04821474849832,-0.715918966306377,0.00938245435384894,0.0261041009396753,1.07329721837706,0.320823122014868,-0.0846768076914254,1.14645442219005,0.149426244510146,-0.185006687206384,1.09419927660934,1.88220687196642,1.17153689206879,-0.406568504468586,1.58121723342154,-0.617679292614646,-0.0700453669288271,-0.239352038610321
60,NaN,NaN,1.5,NaN,NaN,-1.05,-0.0183249313961028,0.999832084346831,NaN,1,NaN,-0.940901120370224,-0.786225889451329,-0.0480031964293285,0.162917573005529,0.591789804189738,-0.694826889362891,0.212132419206996,0.563667034931758,0.936293727600005,0.162917573005529,-0.132371504203271,1.11206103546239,0.106672034489567,-0.441721966041062,1.14018380472037,1.8362223438554,1.04175411231743,-0.434691273726567,1.2386134971233,-0.448752658355557,-0.139402196517767,-0.315169504380148
61,NaN,NaN,1.5,NaN,NaN,0,0,1,NaN,1,NaN,-0.855313781267558,-0.725898013462434,0.373356399822053,0.25953289319827,0.887901018806282,-0.633903672492527,0.328138842396167,0.393626339357796,1.09527809251811,0.471587645264497,-0.0398385214834632,1.21066082526003,0.317224259569229,-0.314262318275052,1.35099117589209,2.23975006322848,1.24028612150457,-0.290873926503041,1.3743795676641,-0.584008436712238,-0.156780480343515,-0.320499222747588
62,NaN,NaN,1.5,NaN,NaN,1.05,0.0183249313961028,0.999832084346831,NaN,1,NaN,-0.953175040851462,-0.84175644230819,-0.00939397083786314,0.0299302404127033,0.613239373962775,-0.651689421263784,0.429726388126797,0.56736112750378,0.56736112750378,0.30519971916667,-0.0880423933389963,1.23587271876341,0.344523930417236,-0.232231167924407,1.46526395105838,2.20586992961072,1.27519693001398,-0.382973977718246,1.13100815542857,-0.579595033971079,-0.16669081584013,-0.179798886256985
63,NaN,NaN,1.5,NaN,NaN,2.8,0.0488497697956133,0.998806137341434,NaN,1,NaN,-0.975180298960587,-0.949133951785125,-0.21382553537017,-0.303985967900614,0.409283231673567,-0.766809521556894,0.96827791336232,1.25879486262708,0.729853658448479,0.373219058661389,-0.0254904096399087,1.53127972538576,0.5174757507101,-0.161732841019246,1.44712998835735,2.29864518447821,1.34094103448816,-0.293968142063898,1.40906225017782,-0.644592046348959,-0.0735759736561455,-0.31400379373733
64,NaN,NaN,1.5,NaN,NaN,3.64,0.0634872582684061,0.997982649166588,NaN,1,NaN,-0.92215260753157,-0.92215260753157,0.134794803747548,0.0445675857115255,0.882391753188875,-0.709474165018089,0.79860933644114,0.921060560918599,0.695492515828543,0.579486092639372,0.0832363934412492,1.19174221502667,0.643934105522245,-0.297006882567702,1.75888472839595,2.50003687654899,1.55909588845904,-0.309896485144276,1.76532952968424,-0.632136549558642,0.0187883805583764,-0.258338074837978
65,NaN,NaN,1.5,NaN,NaN,6.3,0.109734311091045,0.99396095545518,NaN,1,NaN,-0.977781418651524,-0.889589401022329,0.10765879832318,-0.0348052301547498,0.772490931220186,-0.842101391529686,1.04385098546386,0.96244296919076,0.609674898673981,0.78605893393237,0.168714810528007,1.52551508174639,0.901386956985933,-0.109429245071761,2.21748322006776,2.92301936110132,1.70868311836087,-0.265461276261874,2.013963179385,-0.618229346778653,0.412938859347316,0.121226801035364
66,NaN,NaN,1.5,NaN,NaN,18.2,0.312334918512233,0.949972051524652,NaN,1,NaN,-0.953175040851462,-0.887634688767184,1.24242675397184,0.396956212084658,2.56634186607425,-0.258447308758118,0.822968500632463,0.809860430215608,1.32107517647297,2.11411343669273,1.05891376813586,2.55323379565739,2.27796431690343,0.292091648749814,4.21140470338962,5.26005033673806,4.19829663297276,2.06168115502531,5.55498192111731,-0.323987660842396,1.32107517647297,0.737766042922903
67,NaN,NaN,2,NaN,NaN,-18.2,-0.312334918512233,0.949972051524652,NaN,1,NaN,-0.569175798511527,-0.0436766165434854,2.42517803081581,5.16173980861165,2.67305500344224,-0.717901982087388,-0.360959141505322,-0.271723431359805,1.41383998249995,0.680124143525704,0.442162249804327,0.947831273962254,0.174455119367777,-0.0535916954485428,1.4733304559303,2.06823519023374,1.95916932227811,0.12487972484249,3.87277955095418,-0.470025009460953,0.471907486519499,0.362841618563868
68,NaN,NaN,2,NaN,NaN,-6.3,-0.109734311091045,0.99396095545518,NaN,1,NaN,-0.912485405599139,-0.654693354067647,0.795386935796996,1.96350716929907,1.60098709683291,-0.678861358898725,0.497314876213709,0.561762889096582,1.93933916446799,0.658434908420891,0.191186815020062,2.10045919667518,0.416754860110117,-0.0504932332907123,1.1498510066528,2.32602724176523,1.96350716929907,-0.203557263887536,2.50325927719313,-0.44523731219831,0.0542347876439564,-0.235781270328972
69,NaN,NaN,2,NaN,NaN,-3.64,-0.0634872582684061,0.997982649166588,NaN,1,NaN,-0.940747444035481,-0.771703475818109,0.462317492168706,1.27372853961209,1.11313676980559,-0.695633690120292,0.462317492168706,0.242560333486122,1.78931264267508,0.445413095346969,0.0228031748035388,1.44277250782946,0.200299341431779,-0.196953983879045,1.24837194437949,1.97526100771418,1.89919122201637,-0.256119372755125,2.31334894414893,-0.442067737794234,0.25946473030786,0.039707571625276
70,NaN,NaN,2,NaN,NaN,-2.8,-0.0488497697956133,0.998806137341434,NaN,1,NaN,-0.827396610211887,-0.598867440205591,0.922802399104623,1.37707379801958,1.73937614071248,-0.61280214569378,0.354266415186521,0.376561943967623,1.77281943388414,0.769520638734546,0.228854065792822,1.87036237230146,0.54099146872825,0.0950808931062097,1.80068884486051,2.85136563866995,1.90380566547311,-0.200334863243392,2.45004612061011,-0.481815914104805,0.248362653476286,0.0226204245676282
71,NaN,NaN,2,NaN,NaN,-1.05,-0.0183249313961028,0.999832084346831,NaN,1,NaN,-0.912778351112243,-0.70654470988705,0.277752214142284,0.558979906722094,1.13080954830104,-0.584679376435799,0.624599701657383,1.09331252262373,1.59014811284806,0.558979906722094,0.16526113711036,1.82450452333124,0.483985855367478,-0.247206145340027,1.86200154900855,2.79005293452192,1.73076195913797,-0.2378318889207,1.99324113887912,-0.256580401759354,0.155886880691033,-0.0784695297921413
72,NaN,NaN,2,NaN,NaN,0,0,1,NaN,1,NaN,-0.798661898975356,-0.626107541901857,0.839565009144127,0.687800333645749,1.5256245011231,-0.503448420608647,0.779274932576278,0.866591595191784,1.8021272660722,0.970540003067385,0.288638447403438,1.95597090972809,0.764722155473694,-0.0772599483186798,2.14307804390417,3.32808989368603,1.99547130472082,-0.0460754259559992,2.17426256626685,-0.436921439568262,0.132715835590036,-0.0855758209487279
73,NaN,NaN,2,NaN,NaN,1.05,0.0183249313961028,0.999832084346831,NaN,1,NaN,-0.92914357842056,-0.78058544702953,0.329231181597572,0.381663463264994,1.15940897466509,-0.527162752303657,0.914724993550452,1.09823797938643,1.09823797938643,0.748689434936949,0.224366618262727,1.98958676773261,0.801121716604371,0.0321149188155126,2.2954417441259,3.28291638219569,2.04201904940003,-0.168875494242939,1.84976734995281,-0.43103690258005,0.119502054927883,0.102024627705409
74,NaN,NaN,2,NaN,NaN,2.8,0.0488497697956133,0.998806137341434,NaN,1,NaN,-0.95848392256606,-0.923755459665445,0.0566557622211627,-0.0635581478194295,0.887467451612811,-0.680656219361136,1.63279369386448,2.0201496262175,1.31489468731269,0.839381887596574,0.307769263194844,2.3834627765624,1.03172414366152,0.126112688022394,2.27126312719118,3.406616722019,2.1296778553656,-0.0502010467038081,2.22050614295182,-0.517699585750556,0.243655177839862,-0.0769152489350508
75,NaN,NaN,2,NaN,NaN,3.64,0.0634872582684061,0.997982649166588,NaN,1,NaN,-0.887780333994038,-0.887780333994038,0.521482881044786,0.401179923663423,1.51827881363322,-0.604209077309397,1.40656892463624,1.56983722393952,1.26907983048611,1.11440459956722,0.452738333969721,1.93074609608361,1.20033528341105,-0.0542527007088799,2.68693611390932,3.67513897811337,2.42055099399345,-0.071438837477646,2.6955291822937,-0.5010922566968,0.366807650125891,-0.00269429040258143
76,NaN,NaN,2,NaN,NaN,6.3,0.109734311091045,0.99396095545518,NaN,1,NaN,-0.961952082153976,-0.84436272531505,0.485301540478962,0.295349502508389,1.37174438434164,-0.781045379324859,1.73355778999987,1.6250137683024,1.1546563409467,1.38983505462455,0.566709556752065,2.37577658504324,1.5436057520293,0.195850815952375,3.29840076947174,4.23911562418315,2.62000063386255,-0.0121918923011102,3.02704071522806,-0.482549319656815,0.892341621844477,0.503392210761874
77,NaN,NaN,2,NaN,NaN,18.2,0.312334918512233,0.949972051524652,NaN,1,NaN,-0.92914357842056,-0.84175644230819,1.99832548134384,0.871031425494267,3.76354563081372,-0.00283993562943539,1.43904781022467,1.4215703830022,2.10319004467869,3.16057439163837,1.75364150022921,3.74606820359125,3.37904223191929,0.731212007714474,5.95696274723421,7.35515692503214,5.93948532001174,3.09066468274847,7.7483990375378,-0.0902270717418056,2.10319004467869,1.32544453327859
