Trial number,Choice,Confidence,Gain,Orientation data (sin),Orientation data (cos),GT orientation,GT orientation (sin),GT orientation (cos),Contrast data,GT contrast,Sigma_g,Unit_1,Unit_2,Unit_3,Unit_4,Unit_5,Unit_6,Unit_7,Unit_8,Unit_9,Unit_10,Unit_11,Unit_12,Unit_13,Unit_14,Unit_15,Unit_16,Unit_17,Unit_18,Unit_19,Unit_20,Unit_21,Unit_22,Unit_23,Unit_24,Unit_25,Unit_26,Unit_27
45,NaN,NaN,1.25,NaN,NaN,-18,-0.309016994374947,0.951056516295154,NaN,1,NaN,-0.738538719030623,-0.0724133198872929,0.0900562896598607,1.51978885367481,-0.348611656117454,-0.511081265664608,2.21028469425021,-0.6085630313929,2.29964297950115,0.731811247371117,-0.730415238553265,-0.104907241796724,-0.689797836166477,0.0169449653636416,-0.657303914257046,-0.527328226619323,-0.275500331821235,-0.096783761319366,0.16316761395608,0.000698004408926204,3.75374598494817,2.66519960098225,0.51247727448246,0.203785016342868,1.26796095887672,0.536847715914533,-0.478587343755177
46,NaN,NaN,1.25,NaN,NaN,-9,-0.156434465040231,0.987688340595138,NaN,1,NaN,-0.609465640334828,-0.313409907382237,0.0331919263183569,1.02245132667214,-0.176213348209085,-0.530036053445109,1.26796095887672,-0.551698668051396,1.3618322888373,0.589199034546394,-0.67445348415369,-0.183434219744514,-0.732220456437122,-0.132888118996511,-0.710557841830835,-0.645569998011974,-0.421722980413673,-0.313409907382237,-0.132888118996511,-0.262863806634234,2.81322746745854,3.18871278730085,0.170388485491509,-0.270084678169663,0.488106833050387,0.16316761395608,-0.465048209626247
47,NaN,NaN,1.25,NaN,NaN,-3.6,-0.0627905195293134,0.998026728428272,NaN,1,NaN,-0.652790869547403,-0.183434219744514,0.300364173129232,0.805825180609265,-0.428943851949102,-0.111225504390224,1.19575224352243,-0.602244768799399,0.964684354388704,0.444781603837813,-0.724999584901693,-0.356735136594812,-0.74666219950798,-0.125667247461082,-0.660011741082832,-0.551698668051396,-0.392839494271957,-0.212317705886231,-0.313409907382237,-0.407281237342815,2.39441691840366,3.16705017269456,0.0043084401766406,-0.183434219744514,0.4664442184441,0.408677246160668,-0.515594310374251
48,NaN,NaN,1.25,NaN,NaN,-1.8,-0.0314107590781283,0.999506560365732,NaN,1,NaN,-0.605384278162629,-0.139167137722971,0.298794418447617,0.892161688098091,-0.188614410193844,0.0656858482277876,1.11114246618338,-0.591256486028094,0.6943725982146,0.482455716196573,-0.676023238835305,-0.301636747270125,-0.732534407373445,-0.252189474799252,-0.683087134902572,-0.612448174229897,-0.252189474799252,-0.25925337086652,-0.0614642809830281,-0.188614410193844,2.63694401671317,1.88110713751555,0.143388704967731,0.0303663678914498,0.4330084437257,0.185772081371336,-0.492361941086349
49,NaN,NaN,1.25,NaN,NaN,-0.45,-0.00785390088871133,0.99996915764479,NaN,1,NaN,-0.658657827669939,-0.00200982241685977,0.343238097870842,1.12173831028429,-0.00200982241685977,0.0589162811633228,1.02019480431732,-0.638349126476545,0.580172945127107,0.350007664935306,-0.678966528863333,-0.25925337086652,-0.733123065379051,-0.150940297835084,-0.672196961798868,-0.597731724089756,-0.394644712155814,-0.408183846284744,-0.286331639124378,-0.340488175640096,2.76674310694922,3.46400851458908,0.00475974464760504,-0.211866401415266,0.410933768515489,0.0115293117120699,-0.570653455831897
50,NaN,NaN,1.25,NaN,NaN,0,0,1,NaN,1,NaN,-0.614930083658937,-0.210951595055204,0.219373316718338,1.06245885815222,0.0173840724164717,0.307194727284367,0.86046961385035,-0.62371222471554,0.676044651661689,0.500401830529631,-0.650058647885349,-0.281208723508027,-0.729097917394775,-0.263644441394821,-0.711533635281569,-0.658840788941951,-0.439287262526879,-0.131912325545778,-0.325119428791041,-0.404158698300467,2.57298711988791,2.5378585556615,-0.0528730560363515,-0.193387312941998,0.122769765095707,0.245719739888147,-0.474415826753291
51,NaN,NaN,1.25,NaN,NaN,0.45,0.00785390088871133,0.99996915764479,NaN,1,NaN,-0.434985805682829,-0.322251790895008,0.526569026330938,0.712248580099113,0.0756329671796542,-0.0636266981464775,1.38202125619146,-0.580876883643538,1.07034486236631,0.141947093525431,-0.706873723700514,-0.434985805682829,-0.726767961604247,-0.242674839280075,-0.653822422623893,-0.686979485796781,-0.468142868855717,-0.375303091971629,-0.269200489818386,-0.434985805682829,2.38999597664727,3.84890675625436,0.108790030352543,-0.149835062395987,0.267943933582408,0.00268742819929952,-0.57424547100896
52,NaN,NaN,1.25,NaN,NaN,1.8,0.0314107590781283,0.999506560365732,NaN,1,NaN,-0.618197857075347,-0.429279706439122,0.0241238550878182,0.719342649429127,-0.195021199650203,0.0770209372659611,1.00649823839619,-0.580414226948102,1.04428186852343,0.371733252258472,-0.655981487202592,-0.467063336566367,-0.701321843355286,-0.308372090031938,-0.678651665278939,-0.640868035151694,-0.399052802337326,-0.436836432464571,-0.263031733879244,-0.391496076311877,1.88307845734827,3.71180615550693,-0.0212165010648759,-0.44439315849002,0.341506348156676,0.485084142640207,-0.474620062591816
53,NaN,NaN,1.25,NaN,NaN,3.6,0.0627905195293134,0.998026728428272,NaN,1,NaN,-0.56678513179506,-0.282463315087541,0.553094676869248,1.05791096367648,0.164328111167131,-0.102586247374621,1.23198554533414,-0.61900750629236,0.883836382018811,0.320995234659029,-0.653822422623893,-0.352093147750607,-0.711847283176447,-0.201228510313965,-0.636414964458126,-0.624809992347615,-0.537772701518783,-0.247648398756009,-0.172216080037687,-0.433327952524184,1.89927144168852,3.31507803917086,-0.14320364976141,-0.276660829032286,0.344205178880051,0.379020095211584,-0.456537896745206
54,NaN,NaN,1.25,NaN,NaN,9,0.156434465040231,0.987688340595138,NaN,1,NaN,-0.630612478402871,-0.344356499676933,0.421571659616791,1.1023966901001,-0.096783761319366,0.220418809701267,1.89153479361485,-0.638349126476545,2.21647401270915,0.158525625111875,-0.646085774550219,-0.514562757297761,-0.74666219950798,-0.452669572708369,-0.707978959139611,-0.700242311065936,-0.475879516929391,-0.413986332339999,-0.328883203529585,-0.197360186277128,1.58206887066789,3.24544820650779,0.305521938511681,-0.096783761319366,0.467991548058835,0.0424759040067657,-0.212833482424476
55,NaN,NaN,1.25,NaN,NaN,18,0.309016994374947,0.951056516295154,NaN,1,NaN,-0.402226627268015,-0.161771605138227,0.286644517211917,1.01450836798316,0.0461894950821292,-0.168270389520114,2.0283187315574,-0.350236352212926,3.02913152636787,0.0201943575545846,-0.62968408063403,-0.564696236815168,-0.733664630744208,-0.519204746141965,-0.727165846362322,-0.668676786925347,-0.285248508394064,-0.337238783449153,-0.0707886237918214,-0.0252971331186183,1.58640139358915,3.47754764871801,0.767554561471491,-0.0772874081737075,0.767554561471491,-0.129277683228797,-0.0252971331186183
56,NaN,NaN,1.5,NaN,NaN,-18,-0.309016994374947,0.951056516295154,NaN,1,NaN,-0.736914022935151,0.0624364560368446,0.257399987493429,1.97307906431137,-0.269001547439349,-0.463965078895933,2.80167407300185,-0.580943197769884,2.90890401530298,1.02750593674694,-0.727165846362322,0.0234437497455278,-0.678424963498176,0.169666398337966,-0.639432257206859,-0.483461432041591,-0.181267958283886,0.0331919263183569,0.345133576648892,0.150170045192307,4.6538276218394,3.34757196108029,0.764305169280548,0.393874459513038,1.67088559055367,0.793549698999036,-0.424972372604616
57,NaN,NaN,1.5,NaN,NaN,-9,-0.156434465040231,0.987688340595138,NaN,1,NaN,-0.582026328500198,-0.226759448957089,0.189162751483624,1.37627403190816,-0.0621235779493065,-0.486710824232535,1.67088559055367,-0.512705961760079,1.78353118650636,0.856371281357268,-0.660011741082832,-0.0707886237918214,-0.729332107822951,-0.0101333028942174,-0.703336970295406,-0.625351557712772,-0.356735136594812,-0.226759448957089,-0.0101333028942174,-0.166104128059485,3.52520540085184,3.97578778466262,0.353798622491407,-0.174769173902,0.73506063956206,0.345133576648892,-0.408725411649901
58,NaN,NaN,1.5,NaN,NaN,-3.6,-0.0627905195293134,0.998026728428272,NaN,1,NaN,-0.634016603555287,-0.0707886237918214,0.509769447656674,1.11632265663271,-0.365400182437327,0.0158618346333272,1.58423513212852,-0.573361282657683,1.30695366516804,0.683070364506971,-0.720667061980436,-0.278749724012178,-0.74666219950798,-0.0014682570517025,-0.642681649397802,-0.512705961760079,-0.322074953224752,-0.105448807161881,-0.226759448957089,-0.339405044909782,3.02263274198598,3.94979264713507,0.154502568113565,-0.0707886237918214,0.709065502034516,0.639745135294397,-0.469380732547505
59,NaN,NaN,1.5,NaN,NaN,-1.8,-0.0314107590781283,0.999506560365732,NaN,1,NaN,-0.577128693893559,-0.0176681253659694,0.507885742038736,1.2199264656193,-0.0770048523310168,0.228155457774941,1.48270339932166,-0.560175343332117,0.982579557759115,0.728279299337484,-0.66189544670077,-0.212631656822554,-0.729708848946538,-0.153294929857506,-0.670372121981491,-0.58560536917428,-0.153294929857506,-0.161771605138227,0.0755753027219622,-0.0770048523310168,3.31366525995741,2.40666100492025,0.321398885862873,0.185772081371336,0.668942572372436,0.372258937547199,-0.441501889402022
60,NaN,NaN,1.5,NaN,NaN,-0.45,-0.00785390088871133,0.99996915764479,NaN,1,NaN,-0.64105695330233,0.146920653001364,0.561218157346606,1.49541841224274,0.146920653001364,0.220031977297584,1.37356620508237,-0.616686511870257,0.845539974054125,0.569341637823964,-0.665427394734404,-0.161771605138227,-0.730415238553265,-0.0317959175005045,-0.657303914257046,-0.567945629006111,-0.324241214685381,-0.340488175640096,-0.194265527047658,-0.25925337086652,3.46942416824066,4.3061426574085,0.155044133478722,-0.104907241796724,0.642452962120183,0.16316761395608,-0.535451707096681
61,NaN,NaN,1.5,NaN,NaN,0,0,1,NaN,1,NaN,-0.588583660489128,-0.103809474164648,0.412580419963602,1.42428306968426,0.170193326801362,0.517966112642837,1.18189597652202,-0.599122229757052,0.960586021895623,0.749814636537153,-0.630737937560822,-0.188118028308036,-0.725585060972133,-0.167040889772189,-0.704507922436286,-0.641276506828746,-0.377812275130659,-0.00896235075333701,-0.240810874647653,-0.335657998058965,3.23691698376709,3.1947627066954,0.0858847726579743,-0.0827323356288013,0.296656158016444,0.444196127767372,-0.419966552202353
62,NaN,NaN,1.5,NaN,NaN,0.45,0.00785390088871133,0.99996915764479,NaN,1,NaN,-0.372650526917798,-0.237369709172413,0.781215271498721,1.00403073602053,0.240092000517181,0.0729804021258231,1.80775794733135,-0.547719820470649,1.43374627474117,0.319668952132113,-0.698916028539021,-0.372650526917798,-0.722789114023501,-0.141877367234494,-0.635254467247075,-0.675042943054541,-0.412439002725264,-0.301031270464359,-0.173708147880467,-0.372650526917798,3.01732761187832,4.76802054740683,0.279880476324647,-0.0304696349735889,0.470865160200485,0.152557353740756,-0.539762125309156
63,NaN,NaN,1.5,NaN,NaN,1.8,0.0314107590781283,0.999506560365732,NaN,1,NaN,-0.592504988588821,-0.365803207825351,0.178281066006978,1.01254361921655,-0.0846929996786475,0.241757564620749,1.35713032597702,-0.547164632436127,1.40247068212972,0.595412342611763,-0.637845344741515,-0.411143563978045,-0.692253772124748,-0.22071406813673,-0.665049558433131,-0.619709202280437,-0.329530922903195,-0.374871279055889,-0.166305640753497,-0.320462851672657,2.40902658871952,4.60349982650991,0.123872638623745,-0.383939350286428,0.559140057689608,0.731433411069845,-0.420211635208583
64,NaN,NaN,1.5,NaN,NaN,3.6,0.0627905195293134,0.998026728428272,NaN,1,NaN,-0.530809718252476,-0.189623538203454,0.813046052144694,1.41882559631337,0.346526173302153,0.0262289430520503,1.62771509430256,-0.593476567649236,1.20993609832417,0.534526721492431,-0.635254467247075,-0.273179337399133,-0.704884299910141,-0.0921417724751616,-0.614365517448155,-0.600439550915542,-0.495994801920943,-0.147845638605614,-0.0573268561436286,-0.370661103127425,2.42845816992782,4.12742608690663,-0.0225119398120958,-0.182660554937147,0.562378654557657,0.604156554155497,-0.398513036192651
65,NaN,NaN,1.5,NaN,NaN,9,0.156434465040231,0.987688340595138,NaN,1,NaN,-0.607402534181849,-0.263895359710724,0.655218431441745,1.47220846802172,0.0331919263183569,0.413835011543117,2.41917419223941,-0.616686511870257,2.80910125515258,0.339563190035847,-0.625970489558666,-0.468142868855717,-0.74666219950798,-0.393871047348447,-0.700242311065936,-0.690958333377528,-0.421722980413673,-0.347451158906403,-0.245327404333906,-0.0874997836309572,2.04781508470306,4.04387028771095,0.515958766115614,0.0331919263183569,0.710922297572198,0.200303524709715,-0.106067739007775
66,NaN,NaN,1.5,NaN,NaN,18,0.309016994374947,0.951056516295154,NaN,1,NaN,-0.333339512820022,-0.0447934862642768,0.493305860555896,1.36674248148139,0.204759834000151,-0.0525920275225402,2.58331491777048,-0.270951182753915,3.78429027154304,0.173565668967098,-0.60628845685924,-0.528303044276606,-0.731065116991454,-0.473713255468762,-0.72326657573319,-0.65307970440882,-0.192965770171281,-0.255354100237388,0.0643860913514104,0.118975880159254,2.05301411220857,4.32238961836321,1.07039791366739,0.056587550093147,1.07039791366739,-0.00580077997296003,0.118975880159254
67,NaN,NaN,2,NaN,NaN,-18,-0.309016994374947,0.951056516295154,NaN,1,NaN,-0.733664630744208,0.33213600788512,0.592087383160565,2.87965948558449,-0.109781330083138,-0.369732705358584,3.98445283050513,-0.525703530523851,4.12742608690663,1.61889531549858,-0.720667061980436,0.28014573283003,-0.655679218161574,0.475109264286615,-0.603688943106485,-0.395727842886129,0.00719678879081233,0.293143301593803,0.709065502034516,0.44911412675907,6.45399089562187,4.71231668127638,1.26796095887672,0.774053345853377,2.47673485390755,1.30695366516804,-0.317742430303495
68,NaN,NaN,2,NaN,NaN,-9,-0.156434465040231,0.987688340595138,NaN,1,NaN,-0.527147704830937,-0.0534585321067917,0.501104401814159,2.08391944238021,0.166055962570251,-0.400060365807386,2.47673485390755,-0.434720549177445,2.62692898184447,1.39071577497902,-0.631128254941116,0.154502568113565,-0.723555410594607,0.23537632931037,-0.688895227224548,-0.58491467711437,-0.226759448957089,-0.0534585321067917,0.23537632931037,0.0274152290900137,4.94916126763845,5.54993777938615,0.720618896491202,0.0158618346333272,1.22896825258541,0.709065502034516,-0.296079815697208
69,NaN,NaN,2,NaN,NaN,-3.6,-0.0627905195293134,0.998026728428272,NaN,1,NaN,-0.596468071571056,0.154502568113565,0.928579996711559,1.73731760867961,-0.238312843413775,0.27003651268043,2.36120090934068,-0.515594310374251,1.99149228672672,1.15964788584529,-0.712002016137921,-0.122778898846911,-0.74666219950798,0.246929723767057,-0.608021466027743,-0.434720549177445,-0.180545871130343,0.108288990286819,-0.0534585321067917,-0.203652660043716,4.27906438915064,5.51527759601609,0.454890823987413,0.154502568113565,1.19430806921535,1.10188091356186,-0.376953576894013
70,NaN,NaN,2,NaN,NaN,-1.8,-0.0314107590781283,0.999506560365732,NaN,1,NaN,-0.520617525355419,0.225329899348034,0.926068389220975,1.87545602066173,0.146214263394638,0.553094676869248,2.2258252655982,-0.498013057940163,1.55899347684815,1.2199264656193,-0.6336398624317,-0.0346214759274115,-0.724057732092724,0.0444941600259851,-0.644942096139328,-0.531919759063047,0.0444941600259851,0.0331919263183569,0.349654470131943,0.146214263394638,4.66710774644587,3.45776873972966,0.677419247653157,0.496583508331108,1.14081082966591,0.745232649898926,-0.33978178603337
71,NaN,NaN,2,NaN,NaN,-0.45,-0.00785390088871133,0.99996915764479,NaN,1,NaN,-0.605855204567114,0.444781603837813,0.997178276298135,2.24277861615965,0.444781603837813,0.542263369566105,2.08030900661249,-0.573361282657683,1.37627403190816,1.00800958360128,-0.638349126476545,0.0331919263183569,-0.724999584901693,0.206492843168654,-0.627517819173401,-0.508373438838822,-0.183434219744515,-0.205096834350802,-0.0101333028942173,-0.096783761319366,4.87478629082353,5.99041094304732,0.455612911140956,0.109011077440362,1.10549134932957,0.4664442184441,-0.465048209626247
72,NaN,NaN,2,NaN,NaN,0,0,1,NaN,1,NaN,-0.535890814149511,0.110474767616462,0.79899462645413,2.14793149274833,0.475811835571143,0.939508883359776,1.82474870186535,-0.549942239840075,1.52966876236349,1.2486402485522,-0.592096516911769,-0.00193663790805465,-0.718559348126851,0.0261662134730746,-0.690456496745722,-0.606147942602334,-0.254862300338218,0.236937598831544,-0.0721937663608778,-0.19865659757596,4.56477671152545,4.50857100876319,0.363400430046626,0.138577618997592,0.644428943857919,0.841148903525823,-0.311068003100477
73,NaN,NaN,2,NaN,NaN,0.45,0.00785390088871133,0.99996915764479,NaN,1,NaN,-0.247979969387738,-0.0676055457272241,1.29050776183429,1.58759504786337,0.569010067192235,0.346194602670424,2.65923132961113,-0.481405694124872,2.16054909949088,0.675112669345478,-0.683000638216035,-0.247979969387738,-0.714831418862007,0.0597175768566677,-0.59811855649344,-0.651169857570062,-0.301031270464359,-0.152487627449819,0.0172765359953705,-0.247979969387738,4.27199088234042,6.60624812971177,0.622061368268856,0.208261219871208,0.87670761343664,0.452297204823668,-0.470795433909548
74,NaN,NaN,2,NaN,NaN,1.8,0.0314107590781283,0.999506560365732,NaN,1,NaN,-0.541119251615767,-0.238850210597807,0.486595487845297,1.59894555879139,0.135963400264463,0.571230819330326,2.05839450113869,-0.480665443412175,2.11884830934228,1.04277052331834,-0.601573059819359,-0.299304018801399,-0.67411762966367,-0.0453980243463128,-0.637845344741515,-0.577391536537923,-0.190487164034934,-0.250940972238526,0.0271465454979977,-0.178396402394215,3.46092285146203,6.38688716851588,0.414050918000987,-0.263031733879244,0.99440747675547,1.22413194792912,-0.311394780442118
75,NaN,NaN,2,NaN,NaN,3.6,0.0627905195293134,0.998026728428272,NaN,1,NaN,-0.458858891167308,-0.00394398443527817,1.33294880269559,2.14065486158715,0.710922297572198,0.283859323905394,2.41917419223941,-0.542414690362987,1.86213553093489,0.961589695159235,-0.59811855649344,-0.115351716696184,-0.690958333377528,0.126031703202445,-0.570266623428214,-0.551698668051396,-0.412439002725264,0.0517598816951745,0.172451591644489,-0.245327404333906,3.48683162640642,5.75212218237816,0.218871480086533,0.00533999325313058,0.99872560591287,1.05442947204332,-0.282463315087541
76,NaN,NaN,2,NaN,NaN,9,0.156434465040231,0.987688340595138,NaN,1,NaN,-0.560982645739805,-0.102973079778305,1.12251197509165,2.21183202386495,0.293143301593803,0.800667415226816,3.47445298948854,-0.573361282657683,3.99435574003943,0.701638319883789,-0.585739919575562,-0.375303091971629,-0.74666219950798,-0.276273996628602,-0.684769014918589,-0.67239037800071,-0.313409907382237,-0.214380812039211,-0.0782158059425484,0.132221021661384,2.97930751277341,5.64071445011726,0.936832421323478,0.293143301593803,1.19678379659892,0.515958766115613,0.107463747825627
77,NaN,NaN,2,NaN,NaN,18,0.309016994374947,0.951056516295154,NaN,1,NaN,-0.195565283924035,0.189162751483624,0.906628547243855,2.07121070847785,0.521900511836195,0.178764696472607,3.69330729019663,-0.112380843835893,5.29460776189338,0.480308291792124,-0.55949720930966,-0.455516659199481,-0.725866089485945,-0.382730274122356,-0.715468034474927,-0.621885539375766,-0.00840029372571443,-0.091584733813857,0.334735521637874,0.407521906714999,2.98623954944742,6.01207355765361,1.67608461805917,0.324337466626856,1.67608461805917,0.241153026538713,0.407521906714999
